TEST_NAME	MEASUREMENT_UNIT	TEST_ID	n_subjects
b-hb-met	%	2342	8277
p-alb	NA	605243	8269
p-cmvnh	NA	4777	8240
s-psa-t	ug/l	10095	8239
p-vrab-o	estimate	29530	8203
s-alfa-2	g/l	8952	8197
s-beta-1	g/l	8953	8195
s-alfa-1	g/l	8951	8195
u-hb-o.	NA	21704	8194
s-album	g/l	8950	8184
s-beta-2	g/l	8954	8184
u-baktseu	NA	8005	8181
s-mkomp-4	g/l	8959	8128
s-mkomp-3	g/l	8958	8127
s-mkomp-2	g/l	8957	8126
s-mkomp-1	g/l	8956	8113
psa-v/psa	%	10792	8102
s-iglck-v	mg/l	4966	8102
s-iglcl-v	mg/l	4950	8101
u-hcg-o	NA	2124	8077
ab-ca-ion	mmol/l	10345	8076
ab-ca-i7.4	mmol/l	10139	8074
u-epilevy	e6/l	50200	8042
pt-gluk-r6	NA	4800	8031
pt-gfreepi	NA	6002	7974
e-coomb-o	NA	3015	7951
-tbvi	NA	2812	7941
s-hbsab	NA	1608	7918
b-tvk	NA	4601061	7914
p-gluk	NA	3001471	7913
b-hb	g/l	2629410	7887
s-hepyabg	NA	3954	7883
pt-kiire	NA	746	7843
b-cl	mmol/l	10900	7781
b-angap	mmol/l	10962	7779
u-kemseul	NA	6001881	7778
s-iglc-v	NA	4949	7753
p-gluk	mmol/l	3001471	7748
p-ca	NA	605254	7744
ab-be	mmol/l	50030	7733
fs-ca-ion	NA	3673	7711
b-diffi	NA	4601065	7707
b-la	mm/h	102203	7693
b-hkr	osuus	101358	7685
pt-näytteenottomaksu(oletus)	NA	9900	7680
ts-pad-2	NA	4055	7645
p-tsh	miu/l	4831	7618
b-leuk	e9/l	2629408	7545
-poccv19	NA	21909	7540
p-ca(7.4)	mmol/l	23079	7529
l-liuskat	%	679	7505
p-ca-albk	NA	613776	7480
f-yersvi	NA	2989	7460
u-bakt	estimate	290	7455
f-shigvi	NA	2620	7455
u-krea	mmol/l	3002145	7414
b-hb	g/l	3629410	7394
b-hkr	%	2101358	7393
e-mch	pg	3629412	7388
e-mchc	g/l	3629413	7383
pt-ekg-12	NA	101270	7379
p-c3	g/l	4545	7361
p-haptog	g/l	20476	7349
f-campvi	NA	2021	7346
down-risuh	NA	20249	7322
fe-folaat	NA	1001414	7320
lieriöt	e6/l	40527	7317
non-hdl	NA	10138	7311
s-hcg	NA	2122	7294
-infbag	NA	4416	7287
b-liuskat	e9/l	38	7253
p-tni	ug/l	4531	7245
p-psa-suh	NA	631061	7240
-baktnho	NA	4381	7232
b-la	NA	6002203	7229
fp-pth	pmol/l	4560	7226
p-antifxa	NA	3828	7223
s-scl70ab	NA	3765	7195
pt-meeting	NA	741	7191
s-hbsag	NA	3001605	7185
p-k	mmol/l	1101999	7178
np-pkorsi	NA	14454	7169
p-c4	g/l	4546	7154
s-ssaab	NA	3322	7141
-tbnho	NA	4490	7140
ntkmom	NA	20758	7140
pappakmom	NA	20757	7138
ikäriski	NA	20755	7126
p-na	mmol/l	1103622	7123
s-psatot+v	NA	10795	7121
tri18risuh	NA	20760	7104
hcgbvkmom	NA	20756	7100
s-ck	u/l	2134	7055
s-psa-v	ug/l	4254	7031
cb-hbo2sat	%	1534	7023
fp-nh4-ion	umol/l	1071	7023
u-gcnho	NA	616641	7021
oma-crp	NA	5567927	7016
p-amylp	NA	4590	7011
p-inr	inr	4520	7000
-mrsavi	NA	3004358	6995
ts-pad-tk	NA	615538	6988
s-jo1ab	NA	6030	6987
s-b12-tc2	pmol/l	617336	6984
b-hba1c	NA	7037277	6971
b-ghb-a1c	NA	1560	6963
-ncovnho	NA	26466	6962
u-metad-o	NA	2335	6956
s-t3-v	pmol/l	2775	6942
u-epit	NA	10096	6938
pt-lisälau	NA	9034	6933
s-hcgbv/d	ug/l	20754	6902
b-hb-a1c	NA	1605248	6897
pt-enmg-2	NA	1302	6864
ts-padbrea	NA	6144	6854
-cv19ag	NA	6492	6850
-baktvr	NA	8261	6834
u-alb	mg/l	10457	6833
fs-metabol	NA	10143	6829
-infaag	NA	4415	6827
e-erytrosyytit,kokojakaumaindeksi	%	19976	6823
b-erytroblastit	e9/l	19978	6818
s-tshrab	NA	4965	6816
p-laktaat	mmol/l	40908	6812
s-immfix	NA	3401	6808
li-eryt	e6/l	1342	6808
p-d-25	NA	1001220	6790
s-amyl	u/l	1078	6786
b-pvk+t	NA	102474	6777
vb-o2sat	%	20281	6762
ab-be	mmol/l	10083	6759
u-ctngnho	NA	4816	6724
ts-padpros	NA	4763	6704
-mypnnho	NA	4439	6701
p-rf	NA	6404	6701
ps-infaag	NA	8322	6684
ps-infbag	NA	8337	6684
-bokanho	NA	6062	6675
vb-shco3	mmol/l	50042	6672
s-äitseul	NA	8704	6667
vb-thb	g/l	50049	6657
b-pvk	NA	2473	6652
vb-vekaasl	NA	55046	6645
p-psa	ug/l	615989	6641
s-t4-v	NA	2836	6641
s-ca-ion	NA	3002019	6638
vb-hb-co	%	50035	6635
li-leuk	e6/l	2219	6607
u-osmole	NA	20479	6606
p-alat	u/l	1101024	6577
ts-pad-ev	NA	757	6569
fp-trigly	mmol/l	4530	6547
b-tnt-o	NA	4464	6542
sy-diffi	NA	3129	6542
vb-hb-met	%	50037	6533
p-krea	umol/l	1605305	6527
p-amyl	NA	4589	6523
11554	NA	11554	6518
ab-be	NA	10083	6512
10299	mmol/l	10299	6508
u-osmoest	mosm/kgh2o	8372	6493
b-trom	e9/l	3629414	6492
p-natriumjakalium	NA	55014	6471
p-ca-albk	mmol/l	6384	6465
p-inr	NA	3004520	6460
p-tnt-o	NA	4464	6441
p-bil-kj	NA	4593	6420
s-ca-iona	mmol/l	3008524	6408
s-ca-ion	mmol/l	4009010	6407
p-ferrit	NA	606675	6397
p-crp-o	NA	7035803	6358
f-para-o	NA	2455	6356
p-uraat	NA	4533	6349
b-diffi	NA	2002225	6348
-cv19nho	NA	649746	6339
pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava(pt-gfre-3osatutkimus)	ml/min/173m2	6354	6335
s-havab	NA	3346	6331
s-igm	g/l	1688	6331
u-albkre	NA	9522	6310
s-d-25	NA	1220	6305
b-pvk+t	NA	601001	6302
sy-leuk	e6/l	3080	6297
p-alat	u/l	3001024	6291
p-afos	NA	1605000	6237
p-psa	NA	615989	6237
p-ebvnh	NA	4775	6233
p-ca12-5	u/ml	6364	6227
muut	%	11578	6225
s-hepyab	NA	3950	6200
s-havabm	NA	1602	6197
s-ph	NA	50100	6189
p-k-veka	mmol/l	19990	6187
p-na-veka	mmol/l	36220	6187
p-cl	mmol/l	20800	6181
p-psa-suh	NA	631062	6167
-hmpvnho	NA	6203	6148
cb-laktaat	mmol/l	21842	6147
b-hb-co	%	13412	6142
s-t4-v	NA	3002836	6141
leukosyytit	e9/l	2218	6134
b-hb-met	%	13413	6128
b-neut	e9/l	6003238	6122
b-erytrosyytit,tilavuusosuus	%	1358	6119
erytroblastit	e9/l	19978	6115
-adennho	NA	4897	6115
punasolujenkokojakauma	%	19976	6113
s-psa-suh	%	4637	6113
-nt	mm	20248	6108
ts-pad-bio	NA	21469	6100
s-kardab	NA	2031	6077
u-albkrea	NA	4511	6076
ts-padpika	NA	4051	6074
f-elast1	ug/g	1718	6059
pt-papa-2	NA	7351806	6041
s-keliseul	NA	13090	6041
s-ca(7.4)	NA	3005099	6037
s-ca(akt)	NA	3005097	6031
vb-hb-co	%	20335	6020
s-ph(akt)	NA	3005098	6011
vb-hb-met	%	20338	5997
b-pvkt	NA	1102474	5986
vb-hbo2	%	20330	5978
neutro	%	11577	5975
vb-hb	g/l	20332	5975
lymfo	%	11576	5973
b-neutrof	e9/l	11585	5972
b-lymfosy	e9/l	11586	5969
fp-lipidit	NA	2245	5963
b-peth	NA	12510	5957
l-neutrofiilit	%	612	5955
infanho	NA	4896	5945
s-ca-ion	NA	3009010	5943
p-alat	u/l	2101024	5932
s-mpoab	NA	4148	5931
b-monos	NA	42	5928
pt-gluk-r1	NA	3001483	5922
cb-be	NA	151	5921
b-be	mmol/l	105	5900
b-eos	NA	39	5900
p-trombot	NA	4025	5876
p-psa	NA	2003642	5872
b-baso	NA	40	5871
s-e2	nmol/l	1366	5863
11564	mmol/l	11564	5859
u-chtrnho	NA	3004206	5858
f-paranho	NA	6375	5855
s-keliab	NA	8119	5850
cv19nho	NA	5597812	5848
s-monab-o	NA	2360	5844
tth-scrcdt	NA	10670	5844
pt-ekg,12kytkentäälevossa	NA	1270	5838
p-probnp	NA	611261	5829
u-baktvi	NA	101155	5807
ts-pad-1	NA	6004054	5783
u-baktevi	NA	1787	5779
p-bil	NA	1001185	5772
-bopenho	NA	4345	5751
vb-be	mmol/l	50032	5733
fs-ph	NA	50100	5731
-cv19nho	NA	7377821	5711
s-ca15-3	u/ml	3587	5708
s-haptog	g/l	1545	5705
s-vzvabm	NA	1806	5689
u-prot	NA	2519	5656
b-fv-d	NA	4410	5647
b-pvk+t	NA	3002474	5624
fs-ca-ion	NA	1003673	5622
bm-mggfe	NA	2269	5615
s-hcg-o	NA	3449	5608
ts-padendo	NA	6389	5605
fs-folaat	nmol/l	3001416	5602
b-lymf	e9/l	03223	5600
u-leuk-bv	e6/l	0782	5591
p-ca19-9	u/ml	6366	5590
nu-albkrea	NA	618158	5576
p-vrab-o	NA	3002953	5557
s-b12-vit	NA	1137	5547
nu-albkrea	NA	618159	5543
pt-ekg	NA	1272	5528
s-c3	g/l	2106	5521
-candvi	NA	1628	5513
s-afos-is	NA	1048	5505
e-rdw	%	630871	5471
b-peth	umol/l	12510	5468
p-alb	g/l	1605002	5466
s-trpaab	NA	617819	5460
fp-gluk	mmol/l	1101468	5456
s-tshrefl	NA	9206	5455
p-psa	NA	1003642	5436
p-d-25	NA	1220	5436
sy-solut	NA	2658	5424
p-d-25	nmol/l	632020	5424
s-c4	g/l	2107	5421
b-fii-d	NA	1920	5417
p-tfr	mg/l	617378	5415
b-baktvi	NA	3001153	5410
s-vzvab	NA	2923	5399
p-pc	%	3435	5399
b-pvkt	NA	2102474	5398
p-psa-v	NA	631060	5396
pt-ekg-12	NA	1101270	5391
p-bil	umol/l	605249	5389
s-igakeli	NA	3008146	5388
p-ca	NA	4598	5383
du-ca	mmol	2011	5365
s-chpnab	NA	4955	5361
vb-laktaat	mmol/l	21843	5355
p-psa-v	ug/l	631060	5354
e-mchc	g/l	2629413	5353
e-mcv	fl	2629411	5353
e-mch	pg	2629412	5352
fs-ca-ion	NA	597	5339
fs-ca++/7.40	NA	596	5338
pt-papa-2	NA	4045	5328
fp-kol	mmol/l	1605284	5321
u-ph	NA	3667	5313
-hhpvnho	NA	6445	5305
b-thb	g/l	110	5298
ts-pad-tk	NA	861	5286
u-alb	NA	1010457	5283
u-albkre	NA	2010455	5283
u-krea	NA	1010458	5281
u-bakt	NA	615360	5281
-chpnnho	NA	4384	5280
s-ccpab	eliau/ml	4744	5278
u-solut	NA	615801	5273
p-bil	NA	3005299	5272
fe-folaat	NA	4001414	5265
p-acth	ng/l	1020	5262
pt-pef-pa	NA	2858	5255
u-albkrea	mg/mmol	4511	5255
s-afp	u/ml	1040	5245
u-ctngnho	NA	604314	5240
u-albkre	mg/mmol	9522	5240
-sienvi	NA	2631	5234
s-ebvabg	u/ml	1336	5224
fp-kol	mmol/l	3004515	5213
ts-pad-1	NA	3004054	5208
eryt	e6/l	1344	5207
s-normet	nmol/l	2407	5196
fp-kol-hdl	mmol/l	3004516	5195
u-suhtih	NA	0352	5180
fp-kol-ldl	mmol/l	3005319	5176
vb-ahco3	mmol/l	5385	5173
vb-hb	g/l	5388	5171
vb-temp	°c	5387	5171
p-alat	u/l	604418	5171
fe-folaat	NA	3001414	5169
vb-be	NA	9074	5165
sk-sienvi	NA	3003509	5164
fp-lipidit	NA	601998	5163
ab-be	NA	50030	5146
s-chpnabm	NA	4204	5127
fp-trigly	mmol/l	3004568	5126
u-krea	NA	10458	5120
-cv19pika	NA	54975	5120
e-erytrosyytit,kokojakauma	%	11086	5119
fe-folaat	nmol/l	14140	5118
p-crp-o	NA	8818	5108
s-hcrp	mg/l	00142	5106
s-valpr	umol/l	3681	5093
s-keliseu	NA	10533	5080
s-igg4	g/l	4228	5052
-inabrsv	NA	21373	5036
b-leukosyytit	NA	2218	5026
b-eryt	e12/l	2629409	5018
p-ferrit	NA	1001395	5018
fp-gluk	mmol/l	1471	4997
s-tpha	NA	2759	4991
-tbvr	NA	2813	4989
u-gcnho	NA	605872	4978
u-bakt-vi	NA	1155	4972
cb-veion	NA	9952	4969
cb-o2hb	%	11108	4957
cb-to2c	ml/dl	11111	4955
-lepnnho	NA	4428	4954
s-antitry	g/l	1038	4951
u-kemiallinenseulonta	NA	1881	4951
ras.aika	NA	RELOBTIME	4933
fp-kol-hdl	mmol/l	1605268	4932
u-na	mmol/l	2386	4924
nu-albkrea	NA	23572	4917
pt-ekg-atk	NA	3001272	4910
p-psa	NA	606117	4903
vb-gluk	mmol/l	5408	4903
-tbvrvi	NA	8569	4901
p-krea	umol/l	631352	4884
p-psa	ug/l	1605032	4876
pt-gfreepi	ml/min/173m2	627013	4871
s-tsh	NA	2832	4859
l-lymf(a)	NA	9235	4859
fb-leuk	e9/l	102218	4854
fp-trigly	mmol/l	1605285	4853
b-be	NA	105	4852
u-albkre	NA	605835	4829
ca-ion	NA	597	4828
u-menetel	NA	0717	4809
s-tpoab	iu/ml	4028	4800
u-levyep	e6/l	0713	4774
s-hcrp	NA	00142	4773
s-hbsag	NA	9474	4773
u-hyalie	e6/l	0715	4773
inanho	NA	9841	4770
inbnho	NA	9874	4770
s-hivagab	NA	9473	4770
u-osmest	mosm/kgh2o	0714	4767
s-trpaab	NA	9475	4758
p-tsh	miu/l	604895	4756
s-van	mg/l	3277	4754
s-mta	NA	6311	4750
u-krea	mmol/l	6002145	4749
ts-pad-y	NA	11149	4742
p-crp-o	mg/l	8818	4742
pt-papa-tk	NA	615541	4738
s-ana-ty	NA	4505	4731
s-mypnabg	NA	4150	4724
u-eryt	e6/l	0711	4716
ca++/7.40	NA	596	4708
u-osmoest	mosm/l	8372	4699
s-toxoab	NA	3907	4698
p-bil	NA	605249	4697
p-ca	mmol/l	7368221	4683
s-hbsab	miu/ml	1608	4682
e-abovarm	NA	8354	4673
fp-kol-ldl	mmol/l	604453	4671
pt-ekghoi	NA	8521	4663
b-baso	e9/l	9227	4662
vb-vekaion	NA	4839	4658
-sienvr	NA	2632	4657
p-bnp	NA	4709	4656
bf-syto	NA	4040	4654
p-d-25	NA	632020	4647
u-leuk	e6/l	0712	4646
fs-ttpaka	NA	10490	4645
p-alaniiniaminotransferaasi	u/l	1024	4644
fp-kol-hdl	mmol/l	604451	4628
fp-trigly	mmol/l	604454	4627
e-hemoglobiini(massa)	pg	1558	4626
fp-kol	mmol/l	604452	4624
u-albkre	NA	605850	4622
b-neut	NA	1003238	4619
fp-kol	mmol/l	2605284	4611
s-tnt	NA	4278	4604
s-digoks	nmol/l	1256	4599
e-mcv	fl	3629411	4596
p-uraat	umol/l	605270	4594
li-diffi	NA	2228	4593
ex-baktvi	NA	3493	4586
u-osmol	mosm/kgh2o	2444	4581
p-ferrit	NA	617876	4576
vb-vekaast	NA	8597	4572
vb-ph	NA	8270	4572
fb-leukosyytit	e9/l	2218	4570
s-p�lyer	u/ml	7154	4570
u-alb	mg/l	3001029	4569
p-tfr	NA	1001949	4567
ts-pad-pnb	NA	6274	4566
l-myelos	%	676	4562
p-tfr	NA	617378	4547
p-ck	NA	4517	4546
ts-pad-y	NA	616504	4543
li-borrabm	NA	4201	4542
p-varainr	NA	0106	4538
vb-hbo2sat	%	8275	4536
p-psa-suh	NA	1605034	4536
vp-k	mmol/l	8282	4536
vp-gluk	mmol/l	8280	4536
vp-na	mmol/l	8283	4536
vb-ahco3	mmol/l	8274	4536
vp-ca-ion	mmol/l	8413	4536
vb-pco2	kpa	8271	4536
vb-po2	kpa	8272	4536
vb-o2-sis	ml/l	8276	4535
vp-cl	mmol/l	8284	4535
vb-thb	g/l	8277	4535
pt-fib-4	NA	21799	4534
vp-laktaat	mmol/l	8281	4533
vb-hb-met	%	8279	4532
s-mypnabg	eiu	4150	4530
fs-trfesat	NA	10100	4526
li-un�k�-o	NA	2847	4525
vb-hb-co	%	8278	4523
s-lh	u/l	2265	4523
l-promyel	%	675	4515
fp-lipidit	NA	604455	4514
rsnho	NA	9873	4511
p-krea	NA	604429	4511
-inrc-vt	NA	9976	4511
p-amyl	NA	1001078	4507
pt-papa-1	NA	6004044	4506
cv19nho	NA	46466	4505
fp-kol-hdl	mmol/l	102097	4503
fp-kol	mmol/l	102095	4502
e-rethe	pg	19977	4499
fp-trigly	mmol/l	102770	4498
b-perusverenkuvajatrombosyytit	NA	2474	4496
p-bil	umol/l	1605005	4485
l-blastit	%	674	4484
pt-fvspio	NA	6006	4469
pt-gfre-cg	ml/min/173m2	4999	4466
s-toxoabm	NA	2750	4459
b-crpp	mg/l	1216	4458
oma-p-crp	NA	7037327	4454
p-hyyttek	NA	8665	4452
l-mono(a)	NA	399	4448
s-nse	ug/l	3434	4437
p-crp	NA	1605304	4435
fp-kol-ldl	mmol/l	102099	4432
b-erytp	e12/l	1341	4428
b-leukp	e9/l	2218	4425
b-trombosyytit	NA	2791	4417
etecnho	NA	13666	4413
campnho	NA	13662	4412
ehecnho	NA	13664	4410
sh/eiecnho	NA	13663	4404
s-cmvabg	NA	4168	4403
li-borrabg	NA	4200	4401
pt-rr	NA	2939	4397
p-amyl	NA	3005208	4390
lipidit,plasma	NA	6435	4390
s-cdt	NA	4101	4379
-koronho	NA	6204	4379
s-ca-albk	mmol/l	6032	4376
f-baktnho	NA	13904	4360
s-dnaab	NA	8092	4352
s-amh	ug/l	6310	4350
salmnho	NA	13660	4350
cb-ahco3	mmol/l	5389	4349
f-salmvi	NA	3002608	4341
s-igg-sc	NA	3192	4333
fe-folaat	NA	3014140	4332
p-tt-inr	NA	3004520	4329
crp	NA	0113	4326
vb-o2-sis	%	3579	4323
p-prl	mu/l	4830	4320
cb-hb	g/l	5401	4319
fp-kol-ldl	mmol/l	1605269	4310
vibrnho	NA	14086	4298
plesnho	NA	14085	4295
hdl/kol	%	14578	4295
b-eos	NA	1001330	4291
ps-strvi	NA	1604989	4289
yersnho	NA	13661	4287
b-la	mm/h	1102203	4279
b-lymf	NA	43	4278
l-metamye	%	677	4272
b-hba1c	mmol/mol	606591	4269
vb-be	mmol/l	5386	4268
u-kemseu	NA	1881	4267
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	4516	4265
s-ca-ion	NA	9010	4264
p-tnt	NA	607465	4263
p-crp-vt	NA	10759	4262
oma-crp	NA	462	4262
p-psa-suh	NA	7037275	4250
p-cea	NA	6363	4239
-hsvnho	NA	1860	4237
ts-pad-4tu	NA	784	4232
u-eryt-o	NA	0737	4231
u-gluk-o	NA	0735	4231
u-keto-o	NA	0736	4231
u-alb-o	NA	0734	4231
u-leuk-o	NA	0732	4231
u-nitr-o	NA	0733	4231
u-suhti	NA	0730	4231
-evirnho	NA	4392	4229
pf-prot	g/l	2515	4220
-l-ind	NA	20537	4213
b-neutrofiilit	e9/l	3238	4208
l-neut	%	9211	4202
p-alb	NA	3005318	4198
8836	NA	8836	4197
fs-c-pept	nmol/l	2503	4197
l-baso	%	9215	4193
b-eryt	e12/l	3629409	4187
l-neut(a)	NA	398	4184
b-leuk	e9/l	3629408	4182
p-krea	umol/l	604429	4180
e-rdw	%	3895985	4179
b-neut	NA	689	4175
s-k/l-s-v	NA	20113	4170
l-lymf	%	9212	4167
baso	NA	1003157	4164
baso	NA	1000599	4164
eos	NA	1000598	4160
u-baktjvi	NA	6003777	4159
lymf	NA	1000191	4151
e-aborh	NA	626682	4150
b-mono	e9/l	9231	4149
lymf	NA	1003223	4148
mono	NA	1000197	4144
mono	NA	1003230	4143
l-mono	%	9213	4143
pt-ekg-pa	NA	1279	4142
neut	NA	1000612	4140
s-toxoabg	NA	2749	4136
b-neut	NA	6003238	4136
l-eos	%	9214	4135
u-kemseup	NA	1881	4129
p-ps-agv	%	4000	4128
b-crpp	NA	1216	4122
pt-glomerulussuodosnopeus,estimoitu	ml/min/173m2	6354	4107
u-kemseul	NA	2629419	4102
s-ttgaba	NA	1020053	4100
p-laaptct	NA	6255	4084
fp-trfesat	%	9906	4077
b-trom	e9/l	2629414	4075
p-crp-hy	NA	50303	4074
p-larvvct	NA	6256	4063
b-eryt	NA	1629409	4062
b-leuk	NA	1629408	4062
e-rdw	NA	1631804	4061
b-trom	NA	1629414	4059
b-hb	g/l	1629410	4057
e-mcv	fl	1629411	4056
e-mch	pg	1629412	4055
e-mchc	g/l	1629413	4055
b-diffi	NA	1002225	4053
pu-baktvi2	NA	3003492	4051
p-tyroksiini,vapaa	pmol/l	4832	4050
cb-pco2	NA	1622	4050
-rvirnho	NA	20956	4042
pt-papa-tk	NA	864	4036
cv19infrs	NA	25032	4035
l-neut	%	0156	4029
b-lymf	e9/l	9230	4029
l-baso	NA	1168	4029
p-amyl	u/l	1605003	4026
oma-pt-ekg	NA	1601501	4024
u-albkre	NA	1010455	4024
as-syto	NA	4037	4022
li-borrab	NA	3975	4020
p.-trombai	s	8733	4018
fp-kol-ldl	NA	604453	4014
pt-gfreepi	NA	0232	4013
p-tt.	%	13892	4007
-ctngnho	NA	1738	4005
pt-dxm-r1	NA	1225	4000
p-tsh	NA	604895	3992
u-osmole	NA	626820	3987
b-hbp	g/l	1552	3986
p-alat	NA	604418	3985
u-levyep	e6/l	8368	3985
u-eryt	e6/l	8366	3980
p-ca-albk	mmol/l	7368224	3974
u-pienep	e6/l	8371	3971
u-muulier	e6/l	8374	3970
u-leuk	e6/l	8367	3969
nu-albkrea	mg/mmol	23572	3941
li-baktvi	NA	1154	3940
b-lymf	e9/l	3223	3938
u-hyalier	e6/l	8369	3934
p-antifxa	iu/ml	3828	3933
s-äitseul	NA	8602	3917
s-metnor	NA	2338	3917
u-suhti-o	NA	600748	3916
u-keto-o	NA	600747	3916
u-kemseul	NA	606730	3916
u-gluk-o	NA	600746	3916
u-eryt-o	NA	600749	3916
u-ph	NA	600817	3915
u-leuk-o	NA	600752	3914
u-nitr-o	NA	600751	3914
u-prot-o	NA	600750	3914
s-puumabm	NA	3528	3914
baso	e9/l	3157	3912
b-ghb-a1c	%	101560	3911
fp-kol	NA	604452	3899
b-pvktp	NA	2474	3896
f-elast1	NA	1718	3894
l-eosinofiilit	%	598	3890
l-lymfosyytit	%	191	3890
l-monosyytit	%	197	3890
fp-kol-hdl	NA	604451	3888
fp-trigly	NA	604454	3885
fp-transf	NA	4567	3884
bm-pad	NA	4061	3882
b-trom	NA	2629414	3882
p-probnp	ng/l	1604551	3877
down-risuh	NA	617896	3876
p-inr	NA	6004520	3874
-baktvr	NA	1159	3870
fl-baktvr	NA	19365	3869
s-ige-pse	NA	1722	3869
ca++/ph7.4	mmol/l	9551	3865
-rinonho	NA	4784	3863
li-unäkö-n	NA	8516	3853
b-eos	e9/l	1101330	3850
tri18risuh	NA	631140	3840
p-na	NA	103622	3838
ntkmom	NA	620900	3834
l-eos(a)	NA	1332	3831
p-hcg-tot	NA	6469	3831
s-puumab	NA	1775	3830
e-mcv	fl	1358	3830
l-lymf	NA	46	3820
pappakmom	NA	620902	3813
ca++	mmol/l	0285	3813
ca++ph7.4	mmol/l	0286	3811
pu-baktvi2	NA	1605156	3809
p-k	NA	101999	3802
p-happamuusaste(ionis.ca)	NA	595	3796
b-erytrosyyttientilavuusosuus	%	1358	3796
u-tutk-1	NA	3268	3791
e-erytrosyyttienkeskitilavuus	fl	1357	3787
p-crp-hy	mg/l	50303	3778
l-basofiilit	%	599	3778
s-kalsium,ionisoitunut	mmol/l	597	3777
p-uraat	NA	605270	3769
l-eos	NA	690	3763
hcgbvkmom	NA	620904	3763
fp-kol-ldl	mmol/l	2099	3759
ikäriski	NA	619726	3754
l-monos	NA	693	3754
b-diffi-kd	NA	9173	3753
l-eos	NA	1332	3748
fs-ca-ion/ph7.40	mmol/l	596	3747
p-reninm	mu/l	6339	3744
sy-un�k�-o	NA	2849	3744
u-partik	NA	12434	3741
b-jak2-d	NA	4952	3734
b-ly	e9/l	1605097	3734
p-ca-albk	NA	6384	3726
crp,tk	NA	602087	3725
u-baktvi	NA	2629416	3723
u-veri-o	NA	2947	3720
lymf	e9/l	3223	3713
p-asat	u/l	605247	3709
s-puumabg	NA	1923	3709
l-baso	NA	692	3708
erytrosyytit	e12/l	1341	3701
s-d-25	nmol/l	616897	3700
trombosyytit	e9/l	2791	3699
erytrosyytit,tilavuusosuus	osuus	1358	3699
mono	e9/l	3230	3695
u-baktvi	NA	3629416	3690
b-lymfosyytit	e9/l	3223	3690
p-krea	umol/l	2143	3689
u-eryt	e6/l	0377	3687
u-leuk	e6/l	0376	3687
u-epit	e6/l	0385	3686
p-b12-vit	NA	1001137	3684
p-ferrit	ug/l	1605017	3684
p-lupusak.	NA	13894	3680
cp-crp-hy	mg/l	0181	3679
p-tnt	NA	615402	3675
ts-padkolp	NA	6388	3673
p-pct	ug/l	1773	3667
p-rf	NA	3550	3666
u-bakt	e6/l	0386	3663
s-ca-ion	NA	4009010	3660
p-mg	NA	4601	3650
p-tt	%	3001731	3647
pu-baktvi1	NA	3003491	3646
u-kemseul	NA	3629419	3641
tark2	NA	07933	3637
fl-strbnho	NA	6383	3634
s-testo	NA	2735	3625
u-tutkesi	NA	0360	3622
s-lh	iu/l	2265	3619
p-kreatiniini	umol/l	4600	3618
u-ph-huu	NA	8869	3616
fp-pth	NA	4560	3613
s-ca-iona	NA	3008524	3613
u-ominp-h	NA	20567	3612
p-crp-o	NA	613895	3612
-syto	NA	3053	3611
ab-he-tase	NA	1541	3609
u-alb	NA	6001029	3608
leuk	e6/l	2221	3608
u-lieriöt	e6/l	0381	3607
pt-ekg-12	NA	2101270	3606
p-krea	NA	605305	3604
ug-pad-4	NA	6149	3602
p-tt	NA	1731	3601
p-psa	NA	1605032	3601
b-hba1c	NA	606591	3596
s-igf1	nmol/l	3253	3595
tth-scrsup	NA	10144	3593
s-tpoab	u/ml	4028	3593
u-syto-1	NA	4078	3587
pt-glomerulussuodusnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	13470	3584
vb-be	mmol/l	8273	3577
s-igakeli	NA	14325	3574
u-bakteeri,viljely	NA	1155	3572
pf-diffi	NA	3664	3570
pt-gluk-r	NA	20271	3557
s-ca-ion	mmol/l	3673	3555
pf-syto	NA	4076	3555
l-neut	NA	688	3551
fe-folaat	nmol/l	4001414	3546
ph	NA	9018	3542
-vrevi	NA	1788	3541
p-at3.	%	8732	3539
ts-värj	NA	10404	3536
p-gfreepi	NA	11326	3533
p-crp-o	mg/l	7035803	3532
du-prot-fr	NA	2520	3528
p-krea	umol/l	2605305	3524
u-baktjvi.	NA	99288	3520
p-rf	NA	50074	3514
u-alb	mg/l	6001029	3513
gt-cdt-ind	NA	12376	3512
b-eos	e9/l	0177	3510
p-hcg	NA	6403	3508
u-kreatiniini	mmol/l	10458	3498
u-chtrnho	NA	1004206	3496
u-bakt	NA	12682	3493
pt-ekg,sisältäentietokoneanalyysin	NA	1272	3485
neuvola1	NA	588	3481
e-rdw	%	2895985	3479
p-asat	NA	605247	3461
br-pad-4	NA	6146	3457
s-clahere	NA	7121	3454
p-hcg	u/l	6403	3449
u-leukosyytit(kval)	NA	2223	3447
p-uraat	NA	1002884	3446
fp-ca-ion.	mmol/l	50309	3442
s-alat	NA	1026	3434
b-hemoglobiini-a1c	mmol/mol	6128	3430
p-alb	NA	1001028	3429
b-eos	e9/l	6001330	3426
fl-strbvi	NA	601880	3423
s-gadab	NA	4400	3419
s-lkmab	NA	2313	3407
ts-padgast	NA	619441	3404
