id,source,abbreviation,abbreviation_source,name_fi,name_se,unit,source_concept_id,concept_id_omop_grouped
1242,LABfi,li-fenyt,Li-Fenyt,Li-Fenytoiini,Li-Fenytoin,umol/l,2014000315,NA
1243,LABfi,s-fenyt,S -Fenyt,S -Fenytoiini,S -Fenytoin,umol/l,2014000316,3019779
1244,LABfi,sa-fenyt,Sa-Fenyt,Sa-Fenytoiini,Sa-Fenytoin,umol/l,2014000317,NA
1245,LABfi,u-fenyt,U -Fenyt,U -Fenytoiini,U -Fenytoin,umol/l,2014000318,NA
1246,LABfi,pt-dcosb1,Pt-DcoSB1,"Pt-Diffuusiokapasiteetti, single-breath-menetelmä, tavallinen perusmittaus","Pt-Diffusionskapacitet, single-breath-metod, vanlig grundmätning",Lomake,2014000319,NA
1247,LABfi,pt-dcosb2,Pt-DcoSB2,Pt-Diffuusiokapasiteetin osakomponenttien mittaaminen,Pt-Mätning av diffusionskapacitetens delkomponenter,Lomake,2014000320,NA
1248,LABfi,pt-dcoss,Pt-DcoSS,"Pt-Diffuusiokapasiteetti, steady-state-menetelmä","Pt-Diffusionskapacitet, steady-state-metod",Lomake,2014000321,NA
1250,LABfi,pt-dcorb,Pt-DcoRB,"Pt-Diffuusiokapasiteetti, rebreathing","Pt-Diffusionskapacitet, rebreathing",Lomake,2014000322,NA
1251,LABfi,e-dpg,E -DPG,"E -Difosfoglyseraatti (2,3-)","E -Difosfoglycerat (2,3-)",mmol/l,2014000323,NA
1252,LABfi,e-dpgm,E -DPGM,E -Difosfoglyseraattimutaasi,E -Difosfoglyceratmutas,U/g_Hb,2014000324,NA
1253,LABfi,s-codiab,S -CodiAb,"S -Corynebacterium diphtheriae, vasta-aineet","S -Corynebacterium diphtheriae, antikroppar",Lomake,2014000325,3047161
1254,LABfi,-codivi,-CodiVi,"-Corynebacterium diphtheriae, viljely","-Corynebacterium diphtheriae, odling",Lomake,2014000326,3006392
1255,LABfi,s-digitok,S -Digitok,S -Digitoksiini,S -Digitoxin,nmol/l,2014000327,NA
1256,LABfi,s-digoks,S -Digoks,S -Digoksiini,S -Digoxin,nmol/l,2014000328,3027456
1257,LABfi,s-dhtesto,S -DhTesto,S -Dihydrotestosteroni,S -Dihydrotestosteron,nmol/l,2014000329,NA
1258,LABfi,s-disop,S -Disop,S -Disopyramidi,S -Disopyramid,umol/l,2014000330,NA
1259,LABfi,s-dnadab,S -DNAdAb,"S -DNA, denaturoitu, vasta-aineet","S -DNA, denaturerat, antikroppar",Lomake,2014000331,NA
1261,LABfi,s-dnanab,S -DNAnAb,"S -DNA, natiivi, vasta-aineet","S -DNA, nativt, antikroppar",Titteri,2014000332,3007916
1263,LABfi,u-doksep,U -Doksep,U -Doksepiini,U -Doxepin,Lomake,2014000333,NA
1264,LABfi,du-dopam,dU-Dopam,dU-Dopamiini,dU-Dopamin,umol,2014000334,NA
1265,LABfi,s-doplaas,S -Doplaas,S -Dopamiini-beeta-hydroksylaasi,S -Dopamin-beta-hydroxylas,U/l,2014000335,NA
1267,LABfi,s-eaca-ab,S -EACA-Ab,"S -Epsilon-aminokapronihappo, vasta-aineet","S -Epsilon-aminokapronsyra, antikroppar",Lomake,2014000336,NA
1270,LABfi,pt-ekg-12,Pt-EKG-12,"Pt-EKG, 12 kytkentää levossa","Pt-EKG, 12 kopplingar i vila",Lomake,2014000337,3044889
1271,LABfi,pt-ekg-15,Pt-EKG-15,"Pt-EKG, 15 kytkentää","Pt-EKG, 15 koplingar",Lomake,2014000338,3004451
1272,LABfi,pt-ekg-atk,Pt-EKG-atk,"Pt-EKG, sisältäen tietokoneanalyysin","Pt-EKG, inklusive datoranalys",Lomake,2014000339,3013512
1274,LABfi,pt-ekg-his,Pt-EKG-HIS,"Pt-EKG, intrakardiaalinen johtumisratojen tutkimus","Pt-EKG, intrakardiell undersökning av retledningssystemet",Lomake,2014000340,NA
1276,LABfi,pt-ekg-muu,Pt-EKG-Muu,"Pt-EKG, muu erikoiskytkentä","Pt-EKG, övriga specialkopplingar",Lomake,2014000341,NA
1277,LABfi,pt-ekg-eso,Pt-EKG-Eso,"Pt-EKG, esophagus-rekisteröinti","Pt-EKG, esofagusregistrering",Lomake,2014000342,NA
1279,LABfi,pt-ekg-24h,Pt-EKG-24h,EKG:n pitkäaikaisrekisteröinti 24 h,Pt-EKG långtidstrening 24 h,Lomake,2014000343,4098508
1282,LABfi,pt-ekg-sik,Pt-EKG-Sik,"Pt-EKG, sikiö","Pt-EKG, foster",Lomake,2014000344,NA
1283,LABfi,pt-ekg-ik,Pt-EKG-Ik,"Pt-EKG, sydämen sisäinen","Pt-EKG, intrakardiell",Lomake,2014000345,NA
1284,LABfi,pt-ekg-te,Pt-EKG-Te,"Pt-EKG, telemetria","Pt-EKG, telemetri",Lomake,2014000346,NA
1285,LABfi,s-echiab,S -EchiAb,"S -Echinococcus, vasta-aineet","S -Echinococcus, antikroppar",Titteri,2014000347,NA
1286,LABfi,-echi-o,-Echi-O,-Echinococcus (kval),-Echinococcus (kval),Lomake,2014000348,NA
1287,LABfi,pt-eeg-tav,Pt-EEG-Tav,"Pt-Elektroenkefalografia (EEG), valveilla","Pt-Elektroencefalografi (EEG), vaken",Lomake,2014000349,NA
1288,LABfi,pt-eeg-et,Pt-EEG-Et,Pt-Elektroenkefalografia (EEG) erikoiselektrodeilla,Pt-Elektroencefalografi (EEG) med specialelektroder,Lomake,2014000350,NA
1295,LABfi,pt-eeg-pa1,Pt-EEG-Pa1,"Pt-Elektroenkefalografia (EEG) pitkäaikaisrekisteröinti, ensimmäinen vuorokausi","Pt-Elektroencefalografi (EEG) långtidregistrering, första dygnet",Lomake,2014000351,NA
1298,LABfi,pt-eeg-ud,Pt-EEG-Ud,"Pt-Elektroenkefalografia (EEG), unideprivaatio tai luonnollinen uni","Pt-Elektroencefalografi (EEG), sömndeprivation eller naturlig sömn",Lomake,2014000352,NA
1299,LABfi,pt-mslt,Pt-MSLT,Pt-Nukahtamisviivetutkimus (MSLT),Pt-Multipelt sömnlatenstest (MSLT),Lomake,2014000353,NA
1301,LABfi,pt-enmg-1,Pt-ENMG-1,"Pt -Elektroneuromyografia (ENMG), 1-4 lihaksen tai hermosegmentin tutkimus","Pt-Elektroneuromyografi (ENMG), undersökning av 1-4 muskel eller nervsegment",Lomake,2014000354,NA
1302,LABfi,pt-enmg-2,Pt-ENMG-2,"Pt -Elektroneuromyografia (ENMG), yhden raajan tai ongelman tutkimus","Pt-Elektroneuromyografi (ENMG), undersökning av en extremitet eller ett problem",Lomake,2014000355,NA
1303,LABfi,pt-enmg-et,Pt-ENMG-Et,"Pt -Elektroneuromyografia (ENMG), erikoistekniikka","Pt-Elektroneuromyografi (ENMG), specialteknik",Lomake,2014000356,NA
1306,LABfi,pt-eneg-1,Pt-ENEG-1,"Pt-Elektroneurografia (ENG), yhden ongelman tutkimus","Pt-Elektroneurografi (ENG), undersökning av ett problem",Lomake,2014000357,NA
1310,LABfi,pt-enmg-my,Pt-ENMG-My,Pt-Elektroneuromyografia (ENMG) toistostimulaatio,Pt-Elektroneuromyografi (ENMG) upprepad stimulering,Lomake,2014000358,NA
1312,LABfi,pt-erg,Pt-ERG,Pt-Elektroretinografia (ERG) ihoelektrodeilla,Pt-Elektroretinografi (ERG) med hudelektroder,Lomake,2014000359,NA
1314,LABfi,b-hg,B -Hg,B -Elohopea,B -Kvicksilver,nmol/l,2014000360,3035060
1315,LABfi,ha-hg,Ha-Hg,Ha-Elohopea,Ha-Kvicksilver,umol/k,2014000361,NA
1316,LABfi,u-hg,U -Hg,U -Elohopea,U -Kvicksilver,nmol/l,2014000362,3044316
1317,LABfi,e-enol,E -Enol,E -Enolaasi,E -Enolas,U/g_Hb,2014000363,NA
1318,LABfi,s-eglkg,S -EGlkg,S -Enteroglukagoni,S -Enteroglukagon,pmol/l,2014000364,NA
1319,LABfi,f-eiec,F -EIEC,"F -Escherichia coli, enteroinvasiivinen","F -Escherichia coli, enteroinvasiv",Lomake,2014000365,NA
1320,LABfi,f-epec,F -EPEC,"F -Escherichia coli, enteropatogeeninen","F -Escherichia coli, enteropatogen",Lomake,2014000366,NA
1325,LABfi,f-etec,F -ETEC,"F -Escherichia coli, enterotoksigeeninen","F -Escherichia coli, enterotoxigen",Lomake,2014000367,NA
1329,LABfi,ns-eos,Ns-Eos,Ns-Eosinofiilit nenän limakalvolta,Ns-Eosinofiler från näsans slemhinna,%,2014000368,NA
1330,LABfi,b-eos,B -Eos,B -Eosinofiilit,B -Eosinofiler,E9/l,2014000369,3013115
1331,LABfi,ex-eos,Ex-Eos,"Ex-Eosinofiilit, yskös","Ex-Eosinofiler, upphostning",Lomake,2014000370,3024684 3029802
1332,LABfi,l-eos,L -Eos,L -Eosinofiilit,L -Eosinofiler,%,2014000371,3006504
1335,LABfi,s-ebvab,S -EBVAb,"S -Epstein-Barrin virus, vasta-aineet","S -Epstein-Barr-virus, antikroppar",Lomake,2014000372,3048929
1336,LABfi,s-ebvabg,S -EBVAbG,"S -Epstein-Barrin virus, IgG-vasta-aineet","S -Epstein-Barr-virus, IgG antikroppar",Lomake,2014000373,3007080 3015681
1337,LABfi,s-ebvabm,S -EBVAbM,"S -Epstein-Barrin virus, IgM-vasta-aineet","S -Epstein-Barr-virus, IgM antikroppar",Lomake,2014000374,3019209 3027352
1338,LABfi,li-eryfaag,Li-Eryfaag,Li-Erytrofaagit,Li-Erytrofager,Lomake,2014000375,NA
1339,LABfi,s-epo,S -EPO,S -Erytropoietiini,S -Erytropoietin,pmol/l,2014000376,3024172
1340,LABfi,as-eryt,As-Eryt,As-Erytrosyytit,As-Erytrocyter,E9/l,2014000377,NA
1341,LABfi,b-eryt,B -Eryt,B -Erytrosyytit,B -Erytrocyter,E12/l,2014000378,3026361
1342,LABfi,li-eryt,Li-Eryt,Li-Erytrosyytit,Li-Erytrocyter,E9/l,2014000379,3027475
1343,LABfi,pf-eryt,Pf-Eryt,Pf-Erytrosyytit,Pf-Erytrocyter,E9/l,2014000380,3028308
1344,LABfi,u-eryt,U -Eryt,U -Erytrosyytit,U -Erytrocyter,Lomake,2014000381,3002582
1345,LABfi,u-eryt-o,U -Eryt-O,U -Erytrosyytit (kval),U -Erytrocyter (kval),Lomake,2014000382,3045424
1347,LABfi,e-acidham,E -AcidHam,"E -Erytrosyytit, happohemolyysi","E -Erytrocyter, syrahemolys",%,2014000383,NA
1349,LABfi,e-cdw,E -CDW,"E -Erytrosyytit, kokojakaumaindeksi","E -Erytrocyter, fördelningsindex enligt storlek",Lomake,2014000384,NA
1350,LABfi,e-mcd,E -MCD,"E -Erytrosyytit, keskiläpimitta","E -Erytrocyter, medeldiameter",um,2014000385,NA
1352,LABfi,e-mekres,E -MekRes,"E -Erytrosyytit, mekaaninen resistenssi","E -Erytrocyter, mekanisk resistens",Lomake,2014000386,NA
1353,LABfi,e-osmres,E -OsmRes,"E -Erytrosyytit, osmoottinen resistenssi","E -Erytrocyter, osmotisk resistens",Lomake,2014000387,NA
1354,LABfi,e-osmrink,E -OsmRInk,"E -Erytrosyytit, osmoottinen resistenssi, inkubaatio","E -Erytrocyter, osmotisk resistens, inkubation",Lomake,2014000388,NA
1355,LABfi,e-mct,E -MCT,"E -Erytrosyytit, keskipaksuus","E -Erytrocyter, medeltjocklek",um,2014000389,NA
1357,LABfi,e-mcv,E -MCV,"E -Erytrosyytit, keskitilavuus","E -Erytrocyter, medelvolym",fl,2014000390,3024731
1358,LABfi,b-hkr,B -HKR,"B -Erytrosyytit, tilavuusosuus","B -Erytrocyter, volymandel",%,2014000391,3009542
1359,LABfi,bm-este-vr,Bm-ESTE-Vr,"Bm-Esteraasi, epäspesifinen, värjäys","Bm-Esteras, ospecifik, färgning",Lomake,2014000392,NA
1360,LABfi,l-este-vr,L -ESTE-Vr,"L -Esteraasi, epäspesifinen, värjäys","L -Esteras, ospecifik, färgning",Lomake,2014000393,NA
1361,LABfi,bm-estf-vr,Bm-ESTF-Vr,"Bm-Esteraasi, epäspesifinen fluoriherkkä, värjäys","Bm-Esteras, ospecifik fluorsensitiv, färgning",Lomake,2014000394,NA
1362,LABfi,l-estf-vr,L -ESTF-Vr,"L -Esteraasi, epäspesifinen fluoriherkkä, värjäys","L -Esteras, ospecifik fluorsensitiv, färgning",Lomake,2014000395,NA
1363,LABfi,bm-anae-vr,Bm-ANAE-Vr,"Bm-Esteraasi, epäspesifinen hapan, värjäys","Bm-Esteras, ospecifik sur, färgning",Lomake,2014000396,NA
1364,LABfi,l-anae-vr,L -ANAE-Vr,"L -Esteraasi, epäspesifinen hapan, värjäys","L -Esteras, ospecifik sur, färgning",Lomake,2014000397,NA
1365,LABfi,du-e2,dU-E2,dU-Estradioli,dU-Estradiol,nmol,2014000398,NA
1366,LABfi,s-e2,S -E2,S -Estradioli,S -Estradiol,nmol/l,2014000399,3026725
1367,LABfi,du-e3,dU-E3,dU-Estrioli,dU-Estriol,nmol,2014000400,NA
1368,LABfi,s-e3,S -E3,S -Estrioli,S -Estriol,nmol/l,2014000401,NA
1369,LABfi,du-e3-16g,dU-E3-16G,dU-Estrioli-16-alfa-glukuronidi,dU-Estriol-16-alfa-glukuronid,umol,2014000402,NA
1370,LABfi,cu-e3-12h,cU-E3-12h,"cU-Estrioli, 12h eritys","cU-Estriol, 12h sekretion",umol/,2014000403,NA
1371,LABfi,s-e3-v,S -E3-V,"S -Estrioli, vapaa","S -Estriol, fritt",nmol/l,2014000404,NA
1372,LABfi,du-estr,dU-Estr,dU-Estrogeenit,dU-Estrogener,nmol,2014000405,NA
1373,LABfi,du-estr-fr,dU-Estr-Fr,"dU-Estrogeenit, fraktiot","dU-Estrogener, fraktioner",Lomake,2014000406,NA
1374,LABfi,du-e1,dU-E1,dU-Estroni,dU-Estron,nmol,2014000407,NA
1375,LABfi,s-e1,S -E1,S -Estroni,S -Estron,pmol/l,2014000408,3014339
1376,LABfi,du-e1-16g,dU-E1-16G,dU-Estroni-16-glukuronidi,dU-Estron-16-glukuronid,nmol,2014000409,NA
1377,LABfi,u-e1-16g,U -E1-16G,U -Estroni-16-glukuronidi,U -Estron-16-glukuronid,nmol/l,2014000410,NA
1378,LABfi,b-etoh,B -EtOH,B -Etanoli,B -Etanol,mmol/l,2014000411,NA
1379,LABfi,g-etoh-o,G -EtOH-O,G -Etanoli (kval),G -Etanol (kval),Lomake,2014000412,NA
1380,LABfi,p-fimo-o,P -FiMo-O,P -Fibriinimonomeerit (kval),P -Fibrinmonomerer (kval),Lomake,2014000413,3043649
1381,LABfi,du-etiokol,dU-Etiokol,dU-Etiokolanoloni,dU-Etiokolanolon,umol,2014000414,NA
1382,LABfi,s-etiokol,S -Etiokol,S -Etiokolanoloni,S -Etiokolanolon,umol/l,2014000415,NA
1383,LABfi,s-etosux,S -Etosux,S -Etosuksimidi,S -Etosuximid,umol/l,2014000416,3012787
1384,LABfi,s-etgly,S -Etgly,S -Etyleeniglykoli,S -Etylenglykol,mmol/l,2014000417,NA
1385,LABfi,b-etgly-o,B -Etgly-O,B -Etyleeniglykoli (kval),B -Etylenglykol (kval),Lomake,2014000418,NA
1386,LABfi,gj-etgly-o,Gj-Etgly-O,Gj-Etyleeniglykoli (kval),Gj-Etylenglykol (kval),Lomake,2014000419,NA
1387,LABfi,s-fenob,S -Fenob,S -Fenobarbitaali,S -Fenobarbital,umol/l,2014000420,3009410
1388,LABfi,du-fenol,dU-Fenol,dU-Fenoli,dU-Fenol,Lomake,2014000421,NA
1389,LABfi,u-fenol-o,U -Fenol-O,U -Fenoli (kval),U -Fenol (kval),Lomake,2014000422,NA
1390,LABfi,u-psp,U -PSP,U -Fenolipuna,U -Fenolröd,mg/l,2014000423,NA
1393,LABfi,u-fenot-o,U -Fenot-O,U -Fenotiatsiinit (kval),U -Fenotiaziner  (kval),Lomake,2014000424,NA
1394,LABfi,u-fenpy-o,U -Fenpy-O,U -Fenyylipyruvaatti (kval),U -Fenylpyruvat  (kval),Lomake,2014000425,NA
1395,LABfi,s-ferrit,S -Ferrit,S -Ferritiini,S -Ferritin,ug/l,2014000426,3001122
1396,LABfi,gj-fsa,Gj-FSA,Gj-Fetaalinen sulfoglykoproteiini,Gj-Fetalt sulfoglykoprotein,Lomake,2014000427,NA
1397,LABfi,p-fxiii-o,P -FXIII-O,P -Hyytymistekijä XIII (kval),P -Koagulationsfaktor XIII (kval),Lomake,2014000428,NA
1399,LABfi,p-fibr,P -Fibr,P -Fibrinogeeni,P -Fibrinogen,g/l,2014000429,3016407
1400,LABfi,p-fibr-o,P -Fibr-O,P -Fibrinogeeni (kval),P -Fibrinogen (kval),Lomake,2014000430,NA
1401,LABfi,s-fdp,S -FDP,S -Fibrinogeenin hajoamistuotteet,S -Fibrinogendegraderingsprodukter,mg/l,2014000431,NA
1402,LABfi,u-fdp,U -FDP,U -Fibrinogeenin hajoamistuotteet,U -Fibrinogendegraderingsprodukter,mg/l,2014000432,NA
1403,LABfi,s-fdp-o,S -FDP-O,S -Fibrinogeenin hajoamistuotteet (kval),S -Fibrinogendegraderingsprodukter (kval),Lomake,2014000433,NA
1404,LABfi,u-fdp-o,U -FDP-O,U -Fibrinogeenin hajoamistuotteet (kval),U -Fibrinogendegraderingsprodukter (kval),Lomake,2014000434,NA
1405,LABfi,p-filysa,P -Filysa,P -Fibrinolyysiaika,P- Fibrinolystid,h,2014000435,NA
1406,LABfi,p-filysae,P -Filysae,"P -Fibrinolyysiaika, euglobuliini","P- Fibrinolystid, euglobulin",h,2014000436,NA
1407,LABfi,li-fibrone,Li-Fibrone,Li-Fibronektiini,Li-Fibronektin,mg/l,2014000437,NA
1408,LABfi,s-fibrone,S -Fibrone,S -Fibronektiini,S- Fibronektin,mg/l,2014000438,NA
1409,LABfi,b-filar-o,B -Filar-O,B -Filaria (kval),B- Filaria (kval),Lomake,2014000439,NA
1411,LABfi,s-f,S -F,S -Fluoridi,S- Fluorid,umol/l,2014000440,NA
1412,LABfi,u-f,U -F,U -Fluoridi,U- Fluorid,umol/l,2014000441,NA
1413,LABfi,fb-folaat,fB-Folaat,fB-Folaatti,fB-Folat,nmol/l,2014000442,3006270
1414,LABfi,fe-folaat,fE-Folaat,fE-Folaatti,fE-Folat,nmol/l,2014000443,3019309
1415,LABfi,fp-folaat,fP-Folaat,fP-Folaatti,fP-Folat,nmol/l,2014000444,3021960
1416,LABfi,fs-folaat,fS-Folaat,fS-Folaatti,fS-Folat,nmol/l,2014000445,3021960
1417,LABfi,li-folaat,Li-Folaat,Li-Folaatti,Li-Folat,nmol/l,2014000446,NA
1418,LABfi,u-folaat,U -Folaat,U -Folaatti,U -Folat,nmol/l,2014000447,NA
1419,LABfi,s-fsh-rh,S -FSH-RH,S -Follikkelia stimuloivan hormonin vapauttajahormoni,S -Follikelstimulerande hormonets frigörande hormon,nmol/l,2014000448,NA
1420,LABfi,ts-fsh-rh,Ts-FSH-RH,Ts-Follikkelia stimuloivan hormonin vapauttajahormoni,Ts-Follikelstimulerande hormonets frigörande hormon,Lomake,2014000449,NA
1421,LABfi,du-fsh,dU-FSH,dU-Follikkelia stimuloiva hormoni,dU-Follikelstimulerande hormon,U,2014000450,NA
1422,LABfi,s-fsh,S -FSH,S -Follikkelia stimuloiva hormoni,S -Follikelstimulerande hormon,U/l,2014000451,3023323
1423,LABfi,pt-fkg-1,Pt-FKG-1,"Pt-Fonokardiografia, suppea","Pt-Fonokardiografi, begränsad",Lomake,2014000452,NA
1424,LABfi,pt-fkg-2,Pt-FKG-2,"Pt-Fonokardiografia, vaativa","Pt-Fonokardiografi, krävande",Lomake,2014000453,NA
1425,LABfi,pt-fkg-ik,Pt-FKG-Ik,"Pt-Fonokardiografia, sydämen sisäinen","Pt-Fonokardiografi, intrakardiell",Lomake,2014000454,NA
1426,LABfi,du-figlu,dU-FIGLU,dU-Forminoglutamaatti,dU-Formiminoglutamat,umol,2014000455,NA
1428,LABfi,am-pgly,Am-PGly,Am-Fosfatidyyliglyseroli,Am-Fosfatidylglycerol,Lomake,2014000456,NA
1429,LABfi,du-pi,dU-Pi,"dU-Fosfaatti, epäorgaaninen","dU-Fosfat, oorganisk",mmol,2014000457,3032333
1430,LABfi,df-pi,Df-Pi,"Df-Fosfaatti, epäorgaaninen","Df-Fosfat, oorganisk",mmol,2014000458,NA
1431,LABfi,fp-pi,fP-Pi,"fP-Fosfaatti, epäorgaaninen","fP-Fosfat, oorganisk",mmol/l,2014000459,3003458
1432,LABfi,fs-pi,fS-Pi,"fS-Fosfaatti, epäorgaaninen","fS-Fosfat, oorganisk",mmol/l,2014000460,3003458
1433,LABfi,u-pi,U -Pi,"U -Fosfaatti, epäorgaaninen","U -Fosfat, oorganisk",mmol/l,2014000461,3022229
1435,LABfi,e-pfk,E -PFK,E -Fosfofruktokinaasi,E -Fosfofruktokinas,U/g_Hb,2014000462,NA
1436,LABfi,e-pgd,E -PGD,E -Fosfoglukonaattidehydrogenaasi (6-),E -Fosfoglukonatdehydrogenas  (6-),U/g_Hb,2014000463,NA
1437,LABfi,e-pgk,E -PGK,E -Fosfoglyseraattikinaasi,E -Fosfoglyceratkinas,U/g_Hb,2014000464,NA
1438,LABfi,e-pgm,E -PGM,E -Fosfoglyseraattimutaasi,E -Fosfoglyceratmutas,U/g_Hb,2014000465,NA
1439,LABfi,e-gpi,E -GPI,E -Glukoosifosfaatti-isomeraasi,E -Glukosfosfatisomeras,U/g_Hb,2014000466,NA
1440,LABfi,fs-foslip,fS-FosLip,fS-Fosfolipidit,fS-Fosfolipider,mmol/l,2014000467,NA
1441,LABfi,sp-frukt,Sp-Frukt,Sp-Fruktoosi,Sp-Fruktos,mmol/l,2014000468,NA
1442,LABfi,pt-frukt-r,Pt-Frukt-R,Pt-Fruktoosi-koe,Pt-Fruktostest,Lomake,2014000469,NA
1443,LABfi,e-galput,E -GalPUT,E -Galaktoosi-1-fosfaattiuridyylitransferaasi,E -Galaktos-1-fosfat-uridyltransferas,U/l,2014000470,NA
1444,LABfi,b-gal,B -Gal,B -Galaktoosi,B -Galaktos,mmol/l,2014000471,NA
1445,LABfi,s-gal,S -Gal,S -Galaktoosi,S -Galaktos,mmol/l,2014000472,NA
1447,LABfi,pt-gal-r3,Pt-Gal-R3,"Pt-Galaktoosi-koe, puoliintumisaika","Pt-Galaktostest, halveringstid",Min,2014000473,NA
1448,LABfi,fs-gastr,fS-Gastr,fS-Gastriini,fS-Gastrin,pmol/l,2014000474,3010370
1449,LABfi,p-gip,P -GIP,P -Gastrointestinaalinen inhiboiva peptidi,"P -Gastroinhiberande polypeptid, ventrikeltömningsinhiberande polypeptid",pmol/l,2014000475,NA
1450,LABfi,s-gen,S -GEN,S -Gentamysiini,S -Gentamycin,mg/l,2014000476,3035510
1452,LABfi,-giarna,-GiarNa,"-Giardia, natiivivalmiste","-Giardia, nativpreparat",Lomake,2014000477,NA
1453,LABfi,f-giarvr,F -GiarVr,"F -Giardia, värjäys","F -Giardia, färgning",Lomake,2014000478,NA
1454,LABfi,s-agaab,S -AGAAb,"S -Gliadiini, vasta-aineet","S -Gliadin, antikroppar",Titteri,2014000479,NA
1455,LABfi,s-aga-o,S -AGA-O,"S -Gliadiini, vasta-aineet (kval)","S -Gliadin, antikroppar (kval)",Lomake,2014000480,NA
1456,LABfi,s-gbmab,S -GbmAb,"S -Glomerulustyvikalvo, vasta-aineet","S -Glomerulusbasalmembran, antikroppar",Lomake,2014000481,40762485
1457,LABfi,pt-glkg-r1,Pt-Glkg-R1,Pt-Glukagoni-koe (C-peptidimääritys),Pt-Glukagontest (C-peptidbestämning),Lomake,2014000482,NA
1458,LABfi,fs-glkg,fS-Glkg,fS-Glukagoni,fS-Glukagon,pmol/l,2014000483,NA
1459,LABfi,af-gluk,Af-Gluk,Af-Glukoosi,Af-Glukos,mmol/l,2014000484,NA
1460,LABfi,am-gluk,Am-Gluk,Am-Glukoosi,Am-Glukos,mmol/l,2014000485,NA
1461,LABfi,as-gluk,As-Gluk,As-Glukoosi,As-Glukos,mmol/l,2014000486,NA
1462,LABfi,b-gluk,B -Gluk,B -Glukoosi,B -Glukos,mmol/l,2014000487,3020491
1463,LABfi,cu-gluk,cU-Gluk,cU-Glukoosi,cU-Glukos,mmol/h,2014000488,NA
1464,LABfi,di-gluk,Di-Gluk,Di-Glukoosi,Di-Glukos,mmol/l,2014000489,NA
1465,LABfi,du-gluk,dU-Gluk,dU-Glukoosi,dU-Glukos,mmol,2014000490,NA
1466,LABfi,f-gluk,F -Gluk,F -Glukoosi,F -Glukos,mmol/g,2014000491,NA
1467,LABfi,fb-gluk,fB-Gluk,fB-Glukoosi,fB-Glukos,mmol/l,2014000492,NA
1468,LABfi,fp-gluk,fP-Gluk,fP-Glukoosi,fP-Glukos,mmol/l,2014000493,3018251
1469,LABfi,fs-gluk,fS-Gluk,fS-Glukoosi,fS-Glukos,mmol/l,2014000494,3018251
1470,LABfi,li-gluk,Li-Gluk,Li-Glukoosi,Li-Glukos,mmol/l,2014000495,3020044
1471,LABfi,p-gluk,P -Gluk,P -Glukoosi,P -Glukos,mmol/l,2014000496,3013826
1472,LABfi,pf-gluk,Pf-Gluk,Pf-Glukoosi,Pf-Glukos,mmol/l,2014000497,3036782
1473,LABfi,s-gluk,S -Gluk,S -Glukoosi,S -Glukos,mmol/l,2014000498,3013826
1474,LABfi,sy-gluk,Sy-Gluk,Sy-Glukoosi,Sy-Glukos,mmol/l,2014000499,3020618
1475,LABfi,u-gluk,U -Gluk,U -Glukoosi,U -Glukos,mmol/l,2014000500,3005570
1478,LABfi,f-gluk-o,F -Gluk-O,F -Glukoosi (kval),F -Glukos (kval),Lomake,2014000501,3040980
1479,LABfi,u-gluk-o,U -Gluk-O,U -Glukoosi (kval),U -Glukos (kval),Lomake,2014000502,3020650
1480,LABfi,b-g6pd,B -G6PD,B -Glukoosi-6-fosfaattidehydrogenaasi,B -Glukos-6-fosfatdehydrogenas,U/l,2014000503,NA
1481,LABfi,e-g6pd,E -G6PD,E -Glukoosi-6-fosfaattidehydrogenaasi,E -Glukos-6-fosfatdehydrogenas,U/g_Hb,2014000504,NA
1482,LABfi,li-g6pd,Li-G6PD,Li-Glukoosi-6-fosfaattidehydrogenaasi,Li-Glukos-6-fosfatdehydrogenas,U/l,2014000505,NA
1483,LABfi,pt-gluk-r1,Pt-Gluk-R1,"Pt-Glukoosi-koe, oraalinen, lyhyt","Pt-Glukostest, oralt, kort",Lomake,2014000506,4012477
1484,LABfi,pt-gluk-r2,Pt-Gluk-R2,"Pt-Glukoosi-koe, oraalinen, pitkä","Pt-Glukostest, oralt, långt",Lomake,2014000507,NA
1485,LABfi,pt-gluk-r3,Pt-Gluk-R3,"Pt-Glukoosi-koe, intravenöösinen","Pt-Glukostest, intravenöst",Lomake,2014000508,NA
1487,LABfi,b-gluk24h,B -Gluk24h,"B -Glukoosi, vrk-käyrä","B -Glukos, dygnskurva",Lomake,2014000509,NA
1488,LABfi,s-gd,S -GD,S -Glutamaattidehydrogenaasi,S -Glutamatdehydrogenas,U/l,2014000510,NA
1489,LABfi,s-gt,S -GT,S -Glutamyylitransferaasi,S -Glutamyltransferas,U/l,2014000511,NA
1490,LABfi,e-gsh,E -GSH,E -Glutationi,E -Glutation,mmol/l,2014000512,NA
1491,LABfi,e-gsh-st,E -GSH-St,E -Glutationin stabiilisuus,E -Stabiliteten hos glutation,Lomake,2014000513,NA
1492,LABfi,e-gshr,E -GSHR,E -Glutationireduktaasi,E -Glutationreduktas,U/g_Hb,2014000514,NA
1494,LABfi,e-glykog,E -Glykog,E -Glykogeeni,E -Glykogen,mg/l,2014000515,NA
1495,LABfi,fs-glykkol,fS-Glykkol,fS-Glykokolaatti,fS-Glykokolat,mmol/l,2014000516,NA
